,Vendor,Model,Current_Price,Time,Date
437,Powercom,IMP-3000AP,24534,10.08.2022,15:37:55
438,Powercom,IMP-625AP,5553,10.08.2022,15:37:55
439,Powercom,IMP-825AP,7153,10.08.2022,15:37:55
440,Powercom,INF-1100,10827,10.08.2022,15:37:55
441,Powercom,INF-1500,12118,10.08.2022,15:37:55
442,Powercom,INF-500,8021,10.08.2022,15:37:55
443,Powercom,INF-800,9481,10.08.2022,15:37:55
444,Powercom,KIN-1000AP RM,16322,10.08.2022,15:37:55
445,Powercom,KIN-600AP RM (1U),14880,10.08.2022,15:37:55
446,Powercom,MAC-1000,18840,10.08.2022,15:37:55
447,Powercom,MAC-1500,27721,10.08.2022,15:37:55
448,Powercom,MAC-2000,29789,10.08.2022,15:37:55
449,Powercom,MRT-2000SE,42026,10.08.2022,15:37:55
450,Powercom,RPT-1000AP EURO,5442,10.08.2022,15:37:55
451,Powercom,RPT-1025AP,7500,10.08.2022,15:37:55
452,Powercom,RPT-1500AP,8527,10.08.2022,15:37:55
453,Powercom,RPT-2000AP,9760,10.08.2022,15:37:55
454,Powercom,RPT-600A,2692,10.08.2022,15:37:55
455,Powercom,RPT-800A,3141,10.08.2022,15:37:55
456,Powercom,RPT-800AP,3711,10.08.2022,15:37:55
457,Powercom,SMART KING PRO+,18020,10.08.2022,15:37:55
458,Powercom,SNT-1000,31332,10.08.2022,15:37:55
459,Powercom,SNT-3000,54153,10.08.2022,15:37:55
460,Powercom,SPD-1000U,7739,10.08.2022,15:37:55
461,Powercom,SPD-1100U LCD,8066,10.08.2022,15:37:55
462,Powercom,SPD-450N,3819,10.08.2022,15:37:55
463,Powercom,SPD-550U LCD,5498,10.08.2022,15:37:55
464,Powercom,SPD-550U LCD USB,5609,10.08.2022,15:37:55
465,Powercom,SPD-650U,6338,10.08.2022,15:37:55
466,Powercom,SPD-750U LCD,6368,10.08.2022,15:37:55
467,Powercom,SPD-750U LCD USB,6324,10.08.2022,15:37:55
468,Powercom,SPR-1000 LCD,17280,10.08.2022,15:37:55
469,Powercom,SPR-1500 LCD,18800,10.08.2022,15:37:55
470,Powercom,SPR-3000 LCD,35970,10.08.2022,15:37:55
471,Powercom,SPT-1000-II-LCD,13500,10.08.2022,15:37:55
472,Powercom,SPT-3000-II LCD,28720,10.08.2022,15:37:55
473,Powercom,SPT-500-II,8476,10.08.2022,15:37:55
474,Powercom,SRT-1000A LCD,21262,10.08.2022,15:37:55
475,Powercom,SRT-1500A LCD,27810,10.08.2022,15:37:55
476,Powercom,SRT-2000A LCD,31384,10.08.2022,15:37:55
477,Powercom,SRT-3000A LCD,39435,10.08.2022,15:37:55
478,Powercom,VRT-10K,132610,10.08.2022,15:37:55
479,Sven,Pro 1000,5800,10.08.2022,15:37:55
480,APC,Back-UPS,13775,11.08.2022,15:39:54
481,APC,BR900MI,21388,11.08.2022,15:39:54
482,APC,BVX1600LI-GR,11992,11.08.2022,15:39:54
483,APC,BVX900LI-GR,8565,11.08.2022,15:39:54
484,APC,BX1600MI,19651,11.08.2022,15:39:54
485,APC,BX500CI,6614,11.08.2022,15:39:54
486,APC,BX750MI,10543,11.08.2022,15:39:54
487,APC,BX750MI-GR,11168,11.08.2022,15:39:54
488,APC,BX950MI,14016,11.08.2022,15:39:54
489,APC,SC620I,27796,11.08.2022,15:39:54
490,APC,SMC2000I,73415,11.08.2022,15:39:54
491,APC,SMC3000I,123463,11.08.2022,15:39:54
492,APC,SMC3000RMI2U,156823,11.08.2022,15:39:54
493,APC,SMT1000I,58652,11.08.2022,15:39:54
494,APC,SMT1500I,83500,11.08.2022,15:39:54
495,APC,SMT3000RMI2U,241686,11.08.2022,15:39:54
496,APC,SMX1500RMI2U,118865,11.08.2022,15:39:54
497,APC,SRT1000RMXLI,126885,11.08.2022,15:39:54
498,APC,SRT1000XLI,79355,11.08.2022,15:39:54
499,CyberPower,BR1200ELCD,14418,11.08.2022,15:39:54
500,CyberPower,BR700ELCD,8503,11.08.2022,15:39:54
501,CyberPower,CP900EPFCLCD,13905,11.08.2022,15:39:54
502,CyberPower,OL1000ERTXL2U,91937,11.08.2022,15:39:54
503,CyberPower,OL1500ERTXL2U,98194,11.08.2022,15:39:54
504,CyberPower,OLS1000ERT2UA,47738,11.08.2022,15:39:54
505,CyberPower,OLS2000EC,36161,11.08.2022,15:39:54
506,CyberPower,OLS6000EC,136611,11.08.2022,15:39:54
507,CyberPower,OR1000ELCDRM1U,31304,11.08.2022,15:39:54
508,CyberPower,PLT1000ELCDRT2U,29997,11.08.2022,15:39:54
509,CyberPower,PLT2000ELCDRT2U,40989,11.08.2022,15:39:54
510,CyberPower,PLT3000ELCDRT2U,51202,11.08.2022,15:39:54
511,CyberPower,PR1000ERTXL2U,70069,11.08.2022,15:39:54
512,CyberPower,PR2200ERTXL2U,88638,11.08.2022,15:39:54
513,CyberPower,PR2200ERTXL2UA,118401,11.08.2022,15:39:54
514,CyberPower,PR750ELCD,35949,11.08.2022,15:39:54
515,CyberPower,UTC850EI,4218,11.08.2022,15:39:54
516,CyberPower,VP1000EILCD,8580,11.08.2022,15:39:54
517,CyberPower,VP1200EILCD,14979,11.08.2022,15:39:54
518,CyberPower,VP1200ELCD,16273,11.08.2022,15:39:54
519,CyberPower,VP1600EILCD,16732,11.08.2022,15:39:54
520,DKC,INFO1200S,9048,11.08.2022,15:39:54
521,DKC,INFO600S,4506,11.08.2022,15:39:54
522,DKC,INFO650SI,3277,11.08.2022,15:39:54
523,DKC,INFO800S,5653,11.08.2022,15:39:54
524,DKC,INFOLCD1200I,10414,11.08.2022,15:39:54
525,DKC,INFOLCD1500I,13166,11.08.2022,15:39:54
526,DKC,INFOLCD1500S,13166,11.08.2022,15:39:54
527,DKC,INFOLCD2000SI,16945,11.08.2022,15:39:54
528,DKC,INFOLCD600I,5371,11.08.2022,15:39:54
529,DKC,INFOLCD800I,7024,11.08.2022,15:39:54
530,DKC,INFOPDU600,6396,11.08.2022,15:39:54
531,DKC,INFOPDU800,7150,11.08.2022,15:39:54
532,DKC,INFORPRO1000I,26561,11.08.2022,15:39:54
533,DKC,INFORPRO3000I,51909,11.08.2022,15:39:54
534,DKC,SMALLT3A0PS,44246,11.08.2022,15:39:54
535,Eaton,9E 1000I,26636,11.08.2022,15:39:54
536,Eaton,9SX1000I,37456,11.08.2022,15:39:54
537,Eaton,9SX1000IR,62081,11.08.2022,15:39:54
538,Eaton,9SX2000I,71313,11.08.2022,15:39:54
539,Eaton,9SX2000IR,109120,11.08.2022,15:39:54
540,Eaton,9SX3000I,109245,11.08.2022,15:39:54
541,Eaton,9SX3000IR,140332,11.08.2022,15:39:54
542,Ippon,Back Basic 1050,5090,11.08.2022,15:39:54
543,Ippon,Back Basic 850,3095,11.08.2022,15:39:54
544,Ippon,Back Basic 850S Euro,3915,11.08.2022,15:39:54
545,Ippon,Back Comfo Pro II 1050,10771,11.08.2022,15:39:54
546,Ippon,Back Office 400,2581,11.08.2022,15:39:54
547,Ippon,Back Verso 400,3625,11.08.2022,15:39:54
548,Ippon,Back Verso 600,3955,11.08.2022,15:39:54
549,Ippon,Back Verso 800,4943,11.08.2022,15:39:54
550,Ippon,Innova G2 1000,16381,11.08.2022,15:39:54
551,Ippon,Innova G2 2000,34190,11.08.2022,15:39:54
552,Ippon,Innova RT 1500,43990,11.08.2022,15:39:54
553,Ippon,Innova RT 2000,44620,11.08.2022,15:39:54
554,Ippon,Innova RT 3000,71990,11.08.2022,15:39:54
555,Ippon,Innova RT II 2000,45640,11.08.2022,15:39:54
556,Ippon,Smart Power Pro II 1200 Euro,11590,11.08.2022,15:39:54
557,Ippon,Smart Winner II 1000,22601,11.08.2022,15:39:54
558,Ippon,Smart Winner II 1500 Euro,28336,11.08.2022,15:39:54
559,Ippon,Smart Winner II 1550 1U,37730,11.08.2022,15:39:54
560,Ippon,Smart Winner II 3000,46912,11.08.2022,15:39:54
561,Powercom,IMP-2000AP,13595,11.08.2022,15:39:54
562,Powercom,KIN-1200AP LCD,19970,11.08.2022,15:39:54
563,Powercom,KIN-1500AP LCD,22456,11.08.2022,15:39:54
564,Powercom,MAC-3000,34889,11.08.2022,15:39:54
565,Powercom,Macan MRT-3000SE,44333,11.08.2022,15:39:54
566,Powercom,RPT-1000A,3998,11.08.2022,15:39:54
567,Powercom,RPT-1000AP,4731,11.08.2022,15:39:54
568,Powercom,RPT-1000A EURO,4467,11.08.2022,15:39:54
569,Powercom,RPT-2000AP-LCD,11625,11.08.2022,15:39:54
570,Powercom,RPT-600A,2690,11.08.2022,15:39:54
571,Powercom,RPT-600AP,3460,11.08.2022,15:39:54
572,Powercom,RPT-800A EURO,3572,11.08.2022,15:39:54
573,Powercom,SPD-1000N,5542,11.08.2022,15:39:54
574,Powercom,SPD-1000N,5217,11.08.2022,15:39:54
575,Powercom,SPD-450N,3478,11.08.2022,15:39:54
576,Powercom,SPD-650N,4208,11.08.2022,15:39:54
577,Powercom,SPD-850N,5059,11.08.2022,15:39:54
578,Powercom,SPD-900U LCD,6933,11.08.2022,15:39:54
579,Powercom,SPD-900U LCD USB,7143,11.08.2022,15:39:54
580,Powercom,SPR-2000 LCD,27190,11.08.2022,15:39:54
581,Powercom,SPT-1500-II-LCD,15198,11.08.2022,15:39:54
582,Powercom,WOW-1000U,6509,11.08.2022,15:39:54
583,Powercom,WOW-300,3054,11.08.2022,15:39:54
584,Powercom,WOW-500U,4094,11.08.2022,15:39:54
585,Powercom,WOW-700U,4544,11.08.2022,15:39:54
586,Sven,Pro 1500,7677,11.08.2022,15:39:54
587,Sven,Pro 400,2895,11.08.2022,15:39:54
588,Sven,Pro 600,3542,11.08.2022,15:39:54
589,Sven,Pro 650,3740,11.08.2022,15:39:54
590,Sven,Pro 800,3921,11.08.2022,15:39:54
591,Sven,RT-1000,10654,11.08.2022,15:39:54
592,Sven,RT-500,7155,11.08.2022,15:39:54
593,Sven,UP-L1000E,4682,11.08.2022,15:39:54
594,APC,SC420I,16578,11.08.2022,15:39:54
595,APC,SMC2000I-2U,135948,11.08.2022,15:39:54
596,APC,SMT1500RMI1U,119140,11.08.2022,15:39:54
597,APC,SMT2200RMI2U,186705,11.08.2022,15:39:54
598,APC,SMT750RMI2UNC,103926,11.08.2022,15:39:54
599,APC,SMX3000HV,181849,11.08.2022,15:39:54
600,APC,SMX3000RMHV2UNC,247552,11.08.2022,15:39:54
601,APC,SMX750I,81689,11.08.2022,15:39:54
602,APC,SMX750INC,89111,11.08.2022,15:39:54
603,APC,SRT1000UXI-LI+XBP48RM1U-LI,195121,11.08.2022,15:39:54
604,APC,SRT2200XLI,193349,11.08.2022,15:39:54
605,APC,SRTG15KXLI,1171575,11.08.2022,15:39:54
606,APC,SUA750RMI1U,54931,11.08.2022,15:39:54
607,APC,SURT1000XLIM,160718,11.08.2022,15:39:54
608,CyberPower,BR1000ELCD,10210,11.08.2022,15:39:54
609,CyberPower,BS650E,5610,11.08.2022,15:39:54
610,CyberPower,BS650E NEW,5947,11.08.2022,15:39:54
611,CyberPower,BS850E,7400,11.08.2022,15:39:54
612,CyberPower,BS850E NEW,6675,11.08.2022,15:39:54
613,CyberPower,BU725E,3478,11.08.2022,15:39:54
614,CyberPower,OL10KERT3UPM,277449,11.08.2022,15:39:54
615,CyberPower,OL2000ERTXL2U,124262,11.08.2022,15:39:54
616,CyberPower,OL5KERTHD,239379,11.08.2022,15:39:54
617,CyberPower,OL6KERT3UPM,221483,11.08.2022,15:39:54
618,CyberPower,OL6KERTHD,278180,11.08.2022,15:39:54
619,CyberPower,OLS6000ERT6Ua,183878,11.08.2022,15:39:54
620,CyberPower,OR600ERM1U,20663,11.08.2022,15:39:54
621,CyberPower,PR1000ELCDRTXL2U,73828,11.08.2022,15:39:54
622,CyberPower,PR1500ERTXL2U,80790,11.08.2022,15:39:54
623,CyberPower,PR6000ELCDRTXL5U,297218,11.08.2022,15:39:54
624,CyberPower,SMP350EI,6956,11.08.2022,15:39:54
625,CyberPower,SMP550EI,7906,11.08.2022,15:39:54
626,CyberPower,UT1100EIG,6250,11.08.2022,15:39:54
627,CyberPower,UT1500EI,8700,11.08.2022,15:39:54
628,CyberPower,UT650EG,3254,11.08.2022,15:39:54
629,CyberPower,UT650EIG,3484,11.08.2022,15:39:54
630,CyberPower,UT850EG,4282,11.08.2022,15:39:54
631,CyberPower,UT850EIG,4208,11.08.2022,15:39:54
632,CyberPower,UTC650E,2433,11.08.2022,15:39:54
633,CyberPower,UTC650EI,2290,11.08.2022,15:39:54
634,CyberPower,UTI675E,2544,11.08.2022,15:39:54
635,CyberPower,UTI675EI,2693,11.08.2022,15:39:54
636,CyberPower,UTI875E,3564,11.08.2022,15:39:54
637,CyberPower,UTI875EI,3564,11.08.2022,15:39:54
638,CyberPower,VALUE 1200EILCD,13561,11.08.2022,15:39:54
639,CyberPower,VALUE 600EI,3670,11.08.2022,15:39:54
640,CyberPower,VALUE 600EI,3703,11.08.2022,15:39:54
641,CyberPower,VP1000ELCD,9130,11.08.2022,15:39:54
642,CyberPower,VP700EILCD,8599,11.08.2022,15:39:54
643,CyberPower,VP700ELCD,9110,11.08.2022,15:39:54
644,Delta,AMPLON,107824,11.08.2022,15:39:54
645,Delta,AMPLON RT,102705,11.08.2022,15:39:54
646,Delta,Electronics Amplon MX,34960,11.08.2022,15:39:54
647,Delta,Electronics Amplon RT 10,263437,11.08.2022,15:39:54
648,Delta,Electronics UPS102R2RT2B035,48148,11.08.2022,15:39:54
649,Delta,UPS103R2RT2N035,135332,11.08.2022,15:39:54
650,DKC,SMALLR1A5I,34904,11.08.2022,15:39:54
651,DKC,SMALLR2A5I,59038,11.08.2022,15:39:54
652,DKC,SMALLR3A5I,70192,11.08.2022,15:39:54
653,DKC,SMALLT2A10S,47403,11.08.2022,15:39:54
654,DKC,SOLOMD10A10,492863,11.08.2022,15:39:54
655,DKC,SOLOMD5A10,328246,11.08.2022,15:39:54
656,DKC,SOLOMD6A10,362134,11.08.2022,15:39:54
657,Eaton,9SX1500I,55491,11.08.2022,15:39:54
658,Eaton,9SX700I,31907,11.08.2022,15:39:54
659,Ippon,Back Basic 1500,10733,11.08.2022,15:39:54
660,Ippon,Back Basic 650,2407,11.08.2022,15:39:54
661,Ippon,Back Office 600,3142,11.08.2022,15:39:54
662,Ippon,Back Power Pro II Euro 650,5296,11.08.2022,15:39:54
663,Ippon,Innova RT II 1000,27800,11.08.2022,15:39:54
664,Ippon,Innova RT II 1500,36510,11.08.2022,15:39:54
665,Ippon,Smart Winner II 1150 1U,22320,11.08.2022,15:39:54
666,Ippon,Smart Winner II 2000E,35913,11.08.2022,15:39:54
667,Powercom,IMD-1025AP,9763,11.08.2022,15:39:54
668,Powercom,IMD-1200AP,11501,11.08.2022,15:39:54
669,Powercom,IMD-1500AP,14024,11.08.2022,15:39:54
670,Powercom,IMD-2000AP,16023,11.08.2022,15:39:54
671,Powercom,IMD-3000AP,42763,11.08.2022,15:39:54
672,Powercom,IMD-525AP,5386,11.08.2022,15:39:54
673,Powercom,IMD-625AP,6269,11.08.2022,15:39:54
674,Powercom,IMD-825AP,8115,11.08.2022,15:39:54
675,Powercom,IMP-1025AP,10918,11.08.2022,15:39:54
676,Powercom,IMP-1500AP,13498,11.08.2022,15:39:54
677,Powercom,IMP-3000AP,24534,11.08.2022,15:39:54
678,Powercom,IMP-625AP,5553,11.08.2022,15:39:54
679,Powercom,IMP-825AP,7153,11.08.2022,15:39:54
680,Powercom,INF-1100,10827,11.08.2022,15:39:54
681,Powercom,INF-1500,12118,11.08.2022,15:39:54
682,Powercom,INF-500,8021,11.08.2022,15:39:54
683,Powercom,INF-800,9481,11.08.2022,15:39:54
684,Powercom,KIN-1000AP RM,16322,11.08.2022,15:39:54
685,Powercom,KIN-600AP RM (1U),14880,11.08.2022,15:39:54
686,Powercom,MAC-1000,18840,11.08.2022,15:39:54
687,Powercom,MAC-1500,27721,11.08.2022,15:39:54
688,Powercom,MAC-2000,29789,11.08.2022,15:39:54
689,Powercom,MRT-2000SE,42026,11.08.2022,15:39:54
690,Powercom,RPT-1000AP EURO,5442,11.08.2022,15:39:54
691,Powercom,RPT-1025AP,7500,11.08.2022,15:39:54
692,Powercom,RPT-1500AP,8527,11.08.2022,15:39:54
693,Powercom,RPT-2000AP,9760,11.08.2022,15:39:54
694,Powercom,RPT-600A,2692,11.08.2022,15:39:54
695,Powercom,RPT-800A,3141,11.08.2022,15:39:54
696,Powercom,RPT-800AP,3711,11.08.2022,15:39:54
697,Powercom,SMART KING PRO+,18020,11.08.2022,15:39:54
698,Powercom,SNT-1000,31332,11.08.2022,15:39:54
699,Powercom,SNT-3000,54153,11.08.2022,15:39:54
700,Powercom,SPD-1000U,7739,11.08.2022,15:39:54
701,Powercom,SPD-1100U LCD,8066,11.08.2022,15:39:54
702,Powercom,SPD-450N,3819,11.08.2022,15:39:54
703,Powercom,SPD-550U LCD,5498,11.08.2022,15:39:54
704,Powercom,SPD-550U LCD USB,5609,11.08.2022,15:39:54
705,Powercom,SPD-650U,6338,11.08.2022,15:39:54
706,Powercom,SPD-750U LCD,6368,11.08.2022,15:39:54
707,Powercom,SPD-750U LCD USB,6324,11.08.2022,15:39:54
708,Powercom,SPR-1000 LCD,17280,11.08.2022,15:39:54
709,Powercom,SPR-1500 LCD,18800,11.08.2022,15:39:54
710,Powercom,SPR-3000 LCD,35970,11.08.2022,15:39:54
711,Powercom,SPT-1000-II-LCD,13500,11.08.2022,15:39:54
712,Powercom,SPT-3000-II LCD,28720,11.08.2022,15:39:54
713,Powercom,SPT-500-II,8476,11.08.2022,15:39:54
714,Powercom,SRT-1000A LCD,21262,11.08.2022,15:39:54
715,Powercom,SRT-1500A LCD,27810,11.08.2022,15:39:54
716,Powercom,SRT-2000A LCD,31384,11.08.2022,15:39:54
717,Powercom,SRT-3000A LCD,39435,11.08.2022,15:39:54
718,Powercom,VRT-10K,132610,11.08.2022,15:39:54
719,Sven,Pro 1000,5800,11.08.2022,15:39:54
720,APC,Back-UPS,13775,11.08.2022,15:44:48
721,APC,BR900MI,21388,11.08.2022,15:44:48
722,APC,BVX1600LI-GR,11992,11.08.2022,15:44:48
723,APC,BVX900LI-GR,8565,11.08.2022,15:44:48
724,APC,BX1600MI,19651,11.08.2022,15:44:48
725,APC,BX500CI,6614,11.08.2022,15:44:48
726,APC,BX750MI,10543,11.08.2022,15:44:48
727,APC,BX750MI-GR,11168,11.08.2022,15:44:48
728,APC,BX950MI,14016,11.08.2022,15:44:48
729,APC,SC620I,27796,11.08.2022,15:44:48
730,APC,SMC2000I,73415,11.08.2022,15:44:48
731,APC,SMC3000I,123463,11.08.2022,15:44:48
732,APC,SMC3000RMI2U,156823,11.08.2022,15:44:48
733,APC,SMT1000I,58652,11.08.2022,15:44:48
734,APC,SMT1500I,83500,11.08.2022,15:44:48
735,APC,SMT3000RMI2U,241686,11.08.2022,15:44:48
736,APC,SMX1500RMI2U,118865,11.08.2022,15:44:48
737,APC,SRT1000RMXLI,126885,11.08.2022,15:44:48
738,APC,SRT1000XLI,79355,11.08.2022,15:44:48
739,CyberPower,BR1200ELCD,14418,11.08.2022,15:44:48
740,CyberPower,BR700ELCD,8503,11.08.2022,15:44:48
741,CyberPower,CP900EPFCLCD,13905,11.08.2022,15:44:48
742,CyberPower,OL1000ERTXL2U,91937,11.08.2022,15:44:48
743,CyberPower,OL1500ERTXL2U,98194,11.08.2022,15:44:48
744,CyberPower,OLS1000ERT2UA,47738,11.08.2022,15:44:48
745,CyberPower,OLS2000EC,36161,11.08.2022,15:44:48
746,CyberPower,OLS6000EC,136611,11.08.2022,15:44:48
747,CyberPower,OR1000ELCDRM1U,31304,11.08.2022,15:44:48
748,CyberPower,PLT1000ELCDRT2U,29997,11.08.2022,15:44:48
749,CyberPower,PLT2000ELCDRT2U,40989,11.08.2022,15:44:48
750,CyberPower,PLT3000ELCDRT2U,51202,11.08.2022,15:44:48
751,CyberPower,PR1000ERTXL2U,70069,11.08.2022,15:44:48
752,CyberPower,PR2200ERTXL2U,88638,11.08.2022,15:44:48
753,CyberPower,PR2200ERTXL2UA,118401,11.08.2022,15:44:48
754,CyberPower,PR750ELCD,35949,11.08.2022,15:44:48
755,CyberPower,UTC850EI,4218,11.08.2022,15:44:48
756,CyberPower,VP1000EILCD,8580,11.08.2022,15:44:48
757,CyberPower,VP1200EILCD,14979,11.08.2022,15:44:48
758,CyberPower,VP1200ELCD,16273,11.08.2022,15:44:48
759,CyberPower,VP1600EILCD,16732,11.08.2022,15:44:48
760,DKC,INFO1200S,9048,11.08.2022,15:44:48
761,DKC,INFO600S,4506,11.08.2022,15:44:48
762,DKC,INFO650SI,3277,11.08.2022,15:44:48
763,DKC,INFO800S,5653,11.08.2022,15:44:48
764,DKC,INFOLCD1200I,10414,11.08.2022,15:44:48
765,DKC,INFOLCD1500I,13166,11.08.2022,15:44:48
766,DKC,INFOLCD1500S,13166,11.08.2022,15:44:48
767,DKC,INFOLCD2000SI,16945,11.08.2022,15:44:48
768,DKC,INFOLCD600I,5371,11.08.2022,15:44:48
769,DKC,INFOLCD800I,7024,11.08.2022,15:44:48
770,DKC,INFOPDU600,6396,11.08.2022,15:44:48
771,DKC,INFOPDU800,7150,11.08.2022,15:44:48
772,DKC,INFORPRO1000I,26561,11.08.2022,15:44:48
773,DKC,INFORPRO3000I,51909,11.08.2022,15:44:48
774,DKC,SMALLT3A0PS,44246,11.08.2022,15:44:48
775,Eaton,9E 1000I,26636,11.08.2022,15:44:48
776,Eaton,9SX1000I,37456,11.08.2022,15:44:48
777,Eaton,9SX1000IR,62081,11.08.2022,15:44:48
778,Eaton,9SX2000I,71313,11.08.2022,15:44:48
779,Eaton,9SX2000IR,109120,11.08.2022,15:44:48
780,Eaton,9SX3000I,109245,11.08.2022,15:44:48
781,Eaton,9SX3000IR,140332,11.08.2022,15:44:48
782,Ippon,Back Basic 1050,5090,11.08.2022,15:44:48
783,Ippon,Back Basic 850,3095,11.08.2022,15:44:48
784,Ippon,Back Basic 850S Euro,3915,11.08.2022,15:44:48
785,Ippon,Back Comfo Pro II 1050,10771,11.08.2022,15:44:48
786,Ippon,Back Office 400,2581,11.08.2022,15:44:48
787,Ippon,Back Verso 400,3625,11.08.2022,15:44:48
788,Ippon,Back Verso 600,3955,11.08.2022,15:44:48
789,Ippon,Back Verso 800,4943,11.08.2022,15:44:48
790,Ippon,Innova G2 1000,16381,11.08.2022,15:44:48
791,Ippon,Innova G2 2000,34190,11.08.2022,15:44:48
792,Ippon,Innova RT 1500,43990,11.08.2022,15:44:48
793,Ippon,Innova RT 2000,44620,11.08.2022,15:44:48
794,Ippon,Innova RT 3000,71990,11.08.2022,15:44:48
795,Ippon,Innova RT II 2000,45640,11.08.2022,15:44:48
796,Ippon,Smart Power Pro II 1200 Euro,11590,11.08.2022,15:44:48
797,Ippon,Smart Winner II 1000,22601,11.08.2022,15:44:48
798,Ippon,Smart Winner II 1500 Euro,28336,11.08.2022,15:44:48
799,Ippon,Smart Winner II 1550 1U,37730,11.08.2022,15:44:48
800,Ippon,Smart Winner II 3000,46912,11.08.2022,15:44:48
801,Powercom,IMP-2000AP,13595,11.08.2022,15:44:48
802,Powercom,KIN-1200AP LCD,19970,11.08.2022,15:44:48
803,Powercom,KIN-1500AP LCD,22456,11.08.2022,15:44:48
804,Powercom,MAC-3000,34889,11.08.2022,15:44:48
805,Powercom,Macan MRT-3000SE,44333,11.08.2022,15:44:48
806,Powercom,RPT-1000A,3998,11.08.2022,15:44:48
807,Powercom,RPT-1000AP,4731,11.08.2022,15:44:48
808,Powercom,RPT-1000A EURO,4467,11.08.2022,15:44:48
809,Powercom,RPT-2000AP-LCD,11625,11.08.2022,15:44:48
810,Powercom,RPT-600A,2690,11.08.2022,15:44:48
811,Powercom,RPT-600AP,3460,11.08.2022,15:44:48
812,Powercom,RPT-800A EURO,3572,11.08.2022,15:44:48
813,Powercom,SPD-1000N,5542,11.08.2022,15:44:48
814,Powercom,SPD-1000N,5217,11.08.2022,15:44:48
815,Powercom,SPD-450N,3478,11.08.2022,15:44:48
816,Powercom,SPD-650N,4208,11.08.2022,15:44:48
817,Powercom,SPD-850N,5059,11.08.2022,15:44:48
818,Powercom,SPD-900U LCD,6933,11.08.2022,15:44:48
819,Powercom,SPD-900U LCD USB,7143,11.08.2022,15:44:48
820,Powercom,SPR-2000 LCD,27190,11.08.2022,15:44:48
821,Powercom,SPT-1500-II-LCD,15198,11.08.2022,15:44:48
822,Powercom,WOW-1000U,6509,11.08.2022,15:44:48
823,Powercom,WOW-300,3054,11.08.2022,15:44:48
824,Powercom,WOW-500U,4094,11.08.2022,15:44:48
825,Powercom,WOW-700U,4544,11.08.2022,15:44:48
826,Sven,Pro 1500,7677,11.08.2022,15:44:48
827,Sven,Pro 400,2895,11.08.2022,15:44:48
828,Sven,Pro 600,3542,11.08.2022,15:44:48
829,Sven,Pro 650,3740,11.08.2022,15:44:48
830,Sven,Pro 800,3921,11.08.2022,15:44:48
831,Sven,RT-1000,10654,11.08.2022,15:44:48
832,Sven,RT-500,7155,11.08.2022,15:44:48
833,Sven,UP-L1000E,4682,11.08.2022,15:44:48
834,APC,SC420I,16578,11.08.2022,15:44:48
835,APC,SMC2000I-2U,135948,11.08.2022,15:44:48
836,APC,SMT1500RMI1U,119140,11.08.2022,15:44:48
837,APC,SMT2200RMI2U,186705,11.08.2022,15:44:48
838,APC,SMT750RMI2UNC,103926,11.08.2022,15:44:48
839,APC,SMX3000HV,181849,11.08.2022,15:44:48
840,APC,SMX3000RMHV2UNC,247552,11.08.2022,15:44:48
841,APC,SMX750I,81689,11.08.2022,15:44:48
842,APC,SMX750INC,89111,11.08.2022,15:44:48
843,APC,SRT1000UXI-LI+XBP48RM1U-LI,195121,11.08.2022,15:44:48
844,APC,SRT2200XLI,193349,11.08.2022,15:44:48
845,APC,SRTG15KXLI,1171575,11.08.2022,15:44:48
846,APC,SUA750RMI1U,54931,11.08.2022,15:44:48
847,APC,SURT1000XLIM,160718,11.08.2022,15:44:48
848,CyberPower,BR1000ELCD,10210,11.08.2022,15:44:48
849,CyberPower,BS650E,5610,11.08.2022,15:44:48
850,CyberPower,BS650E NEW,5947,11.08.2022,15:44:48
851,CyberPower,BS850E,7400,11.08.2022,15:44:48
852,CyberPower,BS850E NEW,6675,11.08.2022,15:44:48
853,CyberPower,BU725E,3478,11.08.2022,15:44:48
854,CyberPower,OL10KERT3UPM,277449,11.08.2022,15:44:48
855,CyberPower,OL2000ERTXL2U,124262,11.08.2022,15:44:48
856,CyberPower,OL5KERTHD,239379,11.08.2022,15:44:48
857,CyberPower,OL6KERT3UPM,221483,11.08.2022,15:44:48
858,CyberPower,OL6KERTHD,278180,11.08.2022,15:44:48
859,CyberPower,OLS6000ERT6Ua,183878,11.08.2022,15:44:48
860,CyberPower,OR600ERM1U,20663,11.08.2022,15:44:48
861,CyberPower,PR1000ELCDRTXL2U,73828,11.08.2022,15:44:48
862,CyberPower,PR1500ERTXL2U,80790,11.08.2022,15:44:48
863,CyberPower,PR6000ELCDRTXL5U,297218,11.08.2022,15:44:48
864,CyberPower,SMP350EI,6956,11.08.2022,15:44:48
865,CyberPower,SMP550EI,7906,11.08.2022,15:44:48
866,CyberPower,UT1100EIG,6250,11.08.2022,15:44:48
867,CyberPower,UT1500EI,8700,11.08.2022,15:44:48
868,CyberPower,UT650EG,3254,11.08.2022,15:44:48
869,CyberPower,UT650EIG,3484,11.08.2022,15:44:48
870,CyberPower,UT850EG,4282,11.08.2022,15:44:48
871,CyberPower,UT850EIG,4208,11.08.2022,15:44:48
872,CyberPower,UTC650E,2433,11.08.2022,15:44:48
873,CyberPower,UTC650EI,2290,11.08.2022,15:44:48
